0	3	1318896000
0	4	1318896000
0	1	1328140800
1	6	1392422400
1	8	1396224000
1	9	1396224000
1	10	1396828800
1	7	1397692800
2	0	1378425600
2	15	1378425600
2	17	1378425600
2	13	1378684800
2	12	1384819200
2	11	1393545600
2	18	1393804800
3	21	1379116800
3	19	1380931200
3	20	1380931200
3	23	1380931200
4	0	1382140800
4	29	1383523200
4	27	1383609600
4	26	1384905600
4	28	1384905600
4	24	1384992000
4	25	1384992000
5	40	1251936000
5	41	1302825600
5	35	1362960000
5	0	1365984000
5	32	1365984000
5	34	1365984000
5	38	1368662400
5	43	1370995200
5	33	1371168000
5	47	1371686400
5	37	1371772800
5	46	1371772800
5	44	1374192000
5	39	1377043200
5	45	1392249600
5	36	1392422400
6	52	1335139200
6	53	1335139200
6	49	1360540800
6	50	1360540800
6	51	1360540800
7	58	1360886400
7	56	1362700800
7	57	1370476800
8	61	1156636800
8	71	1263600000
8	75	1308700800
8	20	1313884800
8	73	1322697600
8	76	1330214400
8	69	1336089600
8	62	1355702400
8	74	1359244800
8	80	1367020800
8	77	1371081600
8	63	1377648000
8	66	1377734400
8	72	1380326400
8	81	1382832000
8	82	1383350400
8	79	1386806400
8	68	1387324800
8	70	1390003200
8	78	1390348800
8	65	1393027200
8	67	1393632000
8	60	1401148800
9	83	1368489600
9	85	1368489600
9	86	1370217600
9	59	1388102400
9	84	1388102400
9	55	1399248000
9	87	1399248000
9	88	1399248000
10	91	1368748800
10	92	1368748800
10	96	1394928000
10	59	1400544000
10	93	1400544000
11	12	1369180800
11	97	1375228800
11	98	1375228800
11	101	1382659200
11	99	1385337600
11	59	1392681600
11	100	1392681600
12	104	1372896000
12	103	1378857600
12	105	1378857600
12	107	1378857600
13	59	1389398400
13	108	1389398400
13	110	1389398400
13	111	1389398400
13	113	1389398400
13	109	1391212800
13	112	1391212800
14	120	1383782400
14	118	1391558400
14	119	1391558400
14	59	1392681600
14	116	1392681600
15	123	1392595200
15	124	1392768000
15	59	1396742400
16	128	1363305600
16	129	1369094400
16	59	1379116800
17	134	1377734400
17	59	1382054400
17	130	1404518400
17	132	1404518400
18	137	1336608000
18	138	1336694400
18	59	1383264000
18	140	1383264000
18	135	1398124800
18	136	1398124800
18	139	1398124800
19	164	1308096000
19	163	1311984000
19	169	1311984000
19	170	1311984000
19	171	1311984000
19	146	1312156800
19	148	1313193600
19	158	1313193600
19	160	1313193600
19	149	1314835200
19	153	1314835200
19	155	1314835200
19	162	1314835200
19	168	1314835200
19	147	1315094400
19	150	1315094400
19	151	1315094400
19	152	1315094400
19	154	1315699200
19	159	1315699200
19	174	1315699200
19	143	1316390400
19	167	1316908800
19	156	1318464000
19	145	1336608000
19	40	1338681600
19	144	1345766400
19	176	1345766400
19	157	1367193600
19	166	1370822400
19	175	1371081600
19	177	1373414400
19	165	1388448000
19	161	1388534400
19	172	1388534400
20	180	1245801600
20	184	1347408000
20	143	1376092800
20	6	1376092800
20	179	1376092800
20	181	1376092800
21	143	1322438400
21	191	1324684800
21	192	1324684800
21	190	1352937600
21	189	1356307200
21	194	1359244800
21	186	1361145600
21	142	1374105600
21	195	1374105600
21	193	1377820800
21	187	1379635200
22	198	1288828800
22	196	1310515200
22	197	1310515200
22	199	1310515200
22	200	1310515200
22	201	1310515200
22	202	1310515200
22	203	1310515200
22	204	1310515200
22	205	1310515200
23	206	1343692800
23	207	1343692800
23	208	1343692800
23	143	1359763200
23	209	1359763200
23	211	1367366400
23	210	1394150400
24	213	1394496000
24	216	1394755200
24	231	1396310400
24	225	1396742400
24	223	1397088000
24	221	1397865600
24	228	1397865600
24	220	1397952000
24	218	1398124800
24	224	1398211200
24	214	1398556800
24	215	1398729600
24	217	1398988800
24	219	1399248000
24	230	1399248000
24	227	1400025600
24	229	1403568000
24	222	1404604800
25	239	1318550400
25	235	1319155200
25	202	1319155200
25	237	1319760000
25	238	1319760000
25	213	1324252800
25	236	1324512000
26	275	1378252800
26	288	1378252800
26	292	1378252800
26	213	1378598400
26	245	1378598400
26	249	1378598400
26	257	1378598400
26	269	1378598400
26	271	1378598400
26	273	1378598400
26	274	1378598400
26	276	1378598400
26	281	1378598400
26	285	1378598400
26	45	1378598400
26	297	1378598400
26	302	1378598400
26	244	1379376000
26	268	1379376000
26	270	1379376000
26	26	1379376000
26	312	1379376000
26	248	1381276800
26	251	1381276800
26	309	1381276800
26	240	1384214400
26	313	1384214400
26	242	1384560000
26	252	1384560000
26	254	1384560000
26	262	1384560000
26	284	1384560000
26	246	1384646400
26	250	1384646400
26	255	1384646400
26	256	1384646400
26	258	1384646400
26	260	1384646400
26	261	1384646400
26	264	1384646400
26	277	1384646400
26	287	1384646400
26	89	1384646400
26	293	1384646400
26	296	1384646400
26	303	1384646400
26	282	1384819200
26	286	1384819200
27	318	1363219200
27	319	1374624000
27	320	1374624000
27	322	1374624000
27	317	1375056000
27	321	1375056000
27	213	1391299200
28	331	1374278400
28	328	1387324800
28	334	1388793600
28	327	1389052800
28	329	1390521600
28	326	1391990400
28	213	1392336000
28	332	1392336000
28	325	1395878400
28	219	1397606400
28	330	1399507200
28	336	1399507200
28	333	1400457600
28	335	1402272000
28	339	1402272000
29	342	1276992000
29	341	1312243200
29	347	1312243200
29	346	1322438400
29	344	1356566400
29	343	1371686400
29	345	1371686400
30	348	1255392000
30	351	1257724800
30	350	1266969600
31	356	1212710400
31	362	1214092800
31	369	1214092800
31	152	1214092800
31	361	1214179200
31	371	1214179200
31	319	1214265600
31	367	1214265600
31	147	1217376000
31	354	1219104000
31	376	1219104000
31	373	1220054400
31	372	1224979200
31	364	1245974400
31	377	1312070400
31	381	1312070400
31	382	1329350400
31	379	1335744000
31	93	1337817600
31	393	1338076800
31	391	1338940800
31	392	1343520000
31	394	1343520000
31	400	1357862400
31	401	1357862400
31	398	1361923200
31	396	1362009600
31	399	1362009600
31	388	1362096000
31	397	1362096000
31	387	1362528000
31	404	1364860800
31	405	1365984000
31	406	1366070400
31	408	1367280000
31	359	1367366400
31	402	1371945600
31	403	1371945600
31	360	1372291200
31	407	1372291200
31	412	1389744000
31	411	1391644800
31	385	1393545600
31	415	1393977600
31	416	1393977600
31	414	1394582400
31	421	1396742400
31	422	1397347200
32	424	1165968000
32	348	1207008000
32	430	1233792000
32	425	1234310400
32	426	1234310400
32	428	1235088000
32	431	1258243200
32	432	1284163200
32	353	1337126400
32	429	1346976000
33	348	1234310400
33	437	1234396800
33	438	1234396800
33	435	1234483200
33	442	1234483200
33	369	1234483200
33	436	1234656000
33	441	1234742400
33	361	1234828800
33	440	1235001600
33	85	1235001600
34	444	1389744000
34	446	1389744000
34	449	1389744000
34	450	1389744000
34	451	1389744000
34	455	1389744000
34	348	1392163200
34	443	1392163200
34	445	1392163200
34	447	1392163200
34	448	1392163200
34	452	1392163200
35	462	1313107200
35	458	1350691200
35	469	1350691200
35	456	1365724800
35	457	1365724800
35	460	1365724800
35	461	1365724800
35	468	1365724800
35	470	1365724800
35	463	1381795200
35	466	1381795200
35	467	1381795200
35	471	1381795200
35	464	1383350400
36	456	1358726400
36	472	1358726400
36	473	1358726400
36	474	1358726400
36	475	1358726400
37	481	1388534400
37	456	1395446400
37	477	1398902400
37	479	1398902400
38	483	1356393600
38	484	1356393600
38	486	1356393600
38	456	1396828800
39	97	1371427200
39	491	1371427200
39	492	1371427200
39	493	1371427200
39	494	1371427200
39	43	1371427200
39	495	1371427200
39	487	1376352000
39	490	1376352000
39	456	1385164800
39	488	1385164800
39	496	1385164800
40	498	1342137600
40	499	1355270400
40	500	1355270400
41	456	1344729600
41	507	1344729600
41	502	1352246400
41	501	1362268800
41	503	1362268800
41	505	1384473600
41	342	1386201600
41	504	1386201600
42	513	1308096000
42	514	1308096000
42	515	1308096000
42	516	1311033600
42	510	1313020800
42	511	1313020800
42	512	1320019200
42	509	1320364800
43	523	1272499200
43	533	1272499200
43	542	1272499200
43	527	1282089600
43	538	1282089600
43	456	1357516800
43	517	1357516800
43	518	1357516800
43	519	1357516800
43	520	1357516800
43	521	1357516800
43	525	1357516800
43	526	1357516800
43	528	1357516800
43	531	1357516800
43	532	1357516800
43	536	1357516800
43	541	1357516800
43	544	1357516800
43	347	1357516800
43	546	1357516800
43	547	1357516800
43	548	1357516800
43	550	1357516800
43	551	1357516800
43	552	1357516800
43	553	1357516800
43	555	1357516800
43	558	1357516800
43	535	1381363200
43	540	1381363200
